"Design#", "Name", "Maximum Memory Report", "Pressure Drop 1", "Toutlet Average", "Toutlet Standard Deviation", "Cell Count", "Total Solver Elapsed Time", "Performance", "model_file"
91, Design 91, 16.129, 1.61846, 17.017, 0.58429, 3.22134e+06, 35396.3, -1.01804, mf_(2_5,200,112_5,24,0,4).stl
92, Design 92, 16.715, 1.68682, 17.0273, 0.612046, 3.26398e+06, 35396.9, -1.10772, mf_(2_5,200,112_5,24,0,6).stl
93, Design 93, 16.9364, 1.72013, 17.0388, 0.59564, 3.37987e+06, 35397.9, -1.10195, mf_(2_5,200,112_5,24,0,8).stl
94, Design 94, 14.3472, 1.54729, 17.0087, 0.623924, 2.81455e+06, 35389.3, -1.03693, mf_(2_5,200,112_5,24,12,4).stl
95, Design 95, 14.5632, 1.65484, 17.0231, 0.603704, 2.90615e+06, 35390.4, -1.07335, mf_(2_5,200,112_5,24,12,6).stl
96, Design 96, 14.4089, 1.60448, 16.9927, 0.61596, 3.00774e+06, 35391.8, -1.06225, mf_(2_5,200,112_5,24,12,8).stl
97, Design 97, 12.052, 1.54925, 17.033, 0.600526, 2.07161e+06, 35382, -0.998408, mf_(2_5,200,135_0,12,0,4).stl
98, Design 98, 12.2418, 1.62466, 16.9977, 0.615277, 2.13583e+06, 35382.6, -1.07405, mf_(2_5,200,135_0,12,0,6).stl
99, Design 99, 12.2495, 1.59761, 17.0076, 0.60463, 2.25595e+06, 35383.7, -1.0383, mf_(2_5,200,135_0,12,0,8).stl
100, Design 100, 11.9032, 1.56782, 17.0491, 0.601494, 2.20363e+06, 35382.9, -1.01121, mf_(2_5,200,135_0,12,12,4).stl
101, Design 101, 12.4992, 1.60111, 17.0333, 0.581912, 2.29392e+06, 35384.2, -1.00182, mf_(2_5,200,135_0,12,12,6).stl
102, Design 102, 12.4841, 1.62477, 17.0303, 0.597733, 2.39728e+06, 35385, -1.04344, mf_(2_5,200,135_0,12,12,8).stl
103, Design 103, 14.0706, 1.56334, 17.0446, 0.601311, 2.4971e+06, 35386.7, -1.00824, mf_(2_5,200,135_0,16,0,4).stl
104, Design 104, 13.1678, 1.61261, 17.015, 0.607861, 2.5271e+06, 35387, -1.05299, mf_(2_5,200,135_0,16,0,6).stl
105, Design 105, 13.221, 1.63487, 17.0386, 0.626825, 2.64541e+06, 35388.5, -1.09728, mf_(2_5,200,135_0,16,0,8).stl
106, Design 106, 12.8561, 1.56458, 17.0252, 0.62464, 2.42113e+06, 35385.5, -1.04845, mf_(2_5,200,135_0,16,12,4).stl
